 customer_id  date number_of_cds  dollar_value
 01687 19970118  4   38.30
 01687 19970118  3   41.10
 01687 19970212  4   41.70
 01687 19970624  2   26.73
 01687 19980417  4   63.96
 01688 19970107  1   25.99
 01689 19970107  2   43.87
 01689 19970225  3   41.12
 01689 19970228  6   84.02
 01689 19970312  8  117.15
 01689 19971024  7  172.43
 01689 19971105  4   54.46
 01689 19971106  6   84.94
 01689 19971111  1   16.49
 01689 19980205  4   57.96
 01689 19980310  9  135.00
 01689 19980515  3   40.36
 01689 19980518  2   25.98
 01689 19980610  2   30.98
 01690 19970107  2   22.77
 01690 19970113  1   12.70
 01690 19970120  4   23.12
 01690 19970205  2   23.48
 01690 19970406  2   27.08
 01690 19970412  1   15.90
 01690 19970522  4   38.91
 01690 19970623  2   11.56
 01690 19970717  2   29.33
 01690 19970718  1    9.99
 01690 19970723  1   19.55
 01690 19970920  1    4.49
 01690 19970922  3   20.47
 01690 19971101  4   60.46
 01690 19971126  3   58.97
 01690 19980202  1   18.99
 01690 19980304  1   31.49
 01690 19980323  2   24.98
 01690 19980406  1   12.99
 01690 19980520  1    5.99
 01690 19980616  1   29.49
 01690 19980617  1   12.99
 01691 19970107  3   43.53
 01691 19970122  8  128.12
 01692 19970107  3   73.97
 01692 19970210  5   62.86
 01693 19970107  1   12.49
 01694 19970107  6   89.77
 01695 19970107  3   37.51
 01695 19970130  2   31.40
 01695 19971008  2   32.48
 01695 19971109  2   32.48
 01695 19971111  3   38.97
 01695 19980107  3   39.97
 01695 19980109  2   22.98
 01695 19980202  2   32.48
 01695 19980203  2   16.37
 01695 19980316  3   54.97
 01695 19980423  2   24.87
 01695 19980602  2   17.48
 01696 19970107  4   46.48
 01696 19970122  3   35.31
 01696 19970203  2   26.14
 01696 19970731  2   28.93
 01696 19970826  2   23.74
 01696 19971114  2   22.48
 01696 19971124  1   12.99
 01697 19970321  2   28.74
 01697 19970522  2   31.82
 01697 19970620  1   38.37
 01697 19970913  2   34.98
 01697 19970922  2   25.48
 01698 19970120  1    9.97
 01699 19970108  8  114.33
 01699 19970915  8  118.42
 01699 19971128  4   55.96
 01699 19971202  1   13.99
 01700 19970107  1   15.36
 01700 19980307  4   55.96
 01701 19970112  4   64.87
 01701 19970313  3   52.10
 01702 19970107  2   30.32
 01703 19970107  4   51.30
 01703 19980123  3   35.07
 01704 19970107  1   32.37
 01704 19970118  1   32.37
 01704 19970208  1   14.96
 01705 19970107  1   11.77
 01705 19970223  4   59.84
 01705 19970714  1   14.79
 01705 19970908  1   10.77
 01705 19970911  1   14.37
 01706 19970107  1   14.96
 01706 19980429  1   11.88
 01707 19970107  1   11.77
 01707 19970408  1   11.77
 01707 19970626  1   11.77
 01707 19970731  1   14.37
 01707 19971223  1   14.49
 01707 19980514  1    7.69
 01707 19980613  1   25.49
 01708 19970107  3   28.53
 01709 19970107  1   21.37
 01710 19970107  1   15.76
 01710 19970523  1   15.76
 01710 19970611  2   27.53
 01711 19970108  6   80.41
 01711 19970507  2   29.93
 01711 19970713  4   39.28
 01711 19970803  1   14.96
 01711 19971224  3   35.47
 01711 19980127  2   26.48
 01711 19980308  2   28.57
 01711 19980315  2   30.48
 01711 19980327  3   29.97
 01711 19980510  7  106.92
 01711 19980607  2   25.48
 01712 19970107  1   30.97
 01713 19970107  3   35.31
 01713 19970408  2   27.13
 01713 19970531  3   39.71
 01713 19971130  4   50.96
 01713 19971130  1   22.99
 01714 19970107  1   19.99
 01714 19970217  3   38.90
 01715 19970107  1    9.97
 01716 19970107  1   11.77
 01716 19970208  1   13.97
 01716 19970625  1   15.36
 01716 19970720  1   11.77
 01716 19970802  1   11.77
 01716 19970912  1   12.99
 01716 19971109  1   10.49
 01716 19980301  1   12.58
 01716 19980419  2   19.48
 01717 19970107  1   11.77
 01718 19970107  2   17.54
 01719 19970107  3   63.79
 01719 19970117  2   39.98
 01719 19970206  3   87.97
 01719 19970410  4   58.85
 01719 19970510  7   91.48
 01719 19970601  2   24.49
 01719 19970605  4   67.63
 01719 19970713  2   33.60
 01719 19970719  3   54.68
 01719 19970731  1   12.25
 01719 19970807  1   12.79
 01719 19971117  3   48.97
 01719 19971210  4   45.96
 01720 19970112  4   67.13
 01720 19971129  2   27.98
 01721 19970107  2   23.54
 01722 19970107  2   49.48
 01722 19970123  2   25.96
 01722 19970209  1   17.99
 01722 19970212  2   23.54
 01722 19970216  1   12.49
 01722 19970223  1   18.99
 01722 19970526  1   17.70
 01722 19970615  2   34.91
 01722 19970708  1    9.77
 01722 19970727  1   19.95
 01722 19970729  2   16.76
 01722 19970731  1   16.36
 01722 19970822  2   29.62
 01722 19970902  2   26.22
 01722 19970907  1   12.25
 01722 19970911  1    8.99
 01722 19970923  1   11.49
 01722 19970926  1   13.99
 01722 19970929  2   11.98
 01722 19971004  1   14.49
 01722 19971006  1    5.99
 01722 19971021  3   50.47
 01722 19971104  2   21.98
 01722 19971107  3   37.47
 01722 19971109  3   34.47
 01722 19971125  1    2.99
 01722 19971130  1   12.49
 01722 19971204  1   15.49
 01722 19971204  3   57.97
 01722 19971216  1    5.99
 01722 19971217  1   11.49
 01722 19971220  1   12.99
 01722 19980106  4   61.96
 01722 19980117  2   27.37
 01722 19980127  2   18.48
 01722 19980206  1   29.99
 01722 19980305  2   18.98
 01722 19980307  1   15.49
 01722 19980313  1   35.49
 01722 19980319  1    9.49
 01722 19980322  2   43.98
 01722 19980324  3   45.47
 01722 19980328  1   15.49
 01722 19980413  2   27.98
 01722 19980429  1   21.49
 01722 19980519  1    9.99
 01722 19980531  1    5.99
 01722 19980607  2   24.98
 01722 19980616  2   25.48
 01722 19980617  2   29.98
 01722 19980619  1   12.49
 01722 19980630  2   38.98
 01723 19970107  1   11.77
 01724 19970107  1   57.77
 01724 19970617  1   38.97
 01724 19971115  1   62.99
 01724 19971122  2   20.98
 01724 19971204  3   35.97
 01724 19971205  3   40.97
 01725 19970107  2   23.93
 01725 19980414  1    9.99
 01726 19970107  3   46.09
 01726 19970111  3   44.70
 01726 19970126  2   31.36
 01726 19970228  3   37.73
 01726 19970304  1   10.77
 01726 19970414  2   28.34
 01726 19970422  2   28.93
 01726 19970528  4   59.25
 01726 19970708  3   43.72
 01726 19970722  2   53.94
 01726 19970814  2   27.34
 01726 19971020  3   39.97
 01726 19971115  2   28.48
 01726 19980106  2   27.48
 01726 19980128  2   25.98
 01726 19980311  3   37.47
 01726 19980428  4   53.28
 01726 19980603  2   30.98
 01726 19980618  2   27.98
 01727 19970119  3   35.31
 01728 19970107  2   28.76
 01728 19970226  3   45.28
 01728 19970419  2   29.75
 01728 19971120  2   43.48
 01729 19970107  3   44.97
 01730 19970107  1   20.97
 01731 19970107  1   18.76
 01732 19970314  1   12.97
 01732 19970330  1   15.36
 01732 19970524  4   55.66
 01732 19970915  7  101.93
 01732 19970920  3   43.97
 01732 19980105  3   44.97
 01733 19970107  1   11.77
 01734 19970107  1   10.77
 01735 19970109  2   24.98
 01736 19970107  2   22.74
 01736 19970126  1   15.36
 01736 19980417  2   38.98
 01737 19970107  1   46.37
 01738 19970107  3   38.23
 01738 19970309  2   26.46
 01738 19970516  3   38.31
 01738 19970518  1   11.77
 01738 19970615  1   11.77
 01738 19970726  1   46.77
 01738 19970803  2   61.73
 01738 19970828  2   19.54
 01738 19971123  1   12.99
 01739 19970107  1   15.36
 01739 19970127  1   16.70
 01740 19970125  1   13.97
 01741 19970107  1   13.98
 01741 19970424  2   43.94
 01741 19970512  1   42.32
 01741 19970530  1   27.77
 01741 19970626  1   14.96
 01741 19970731  2   25.74
 01741 19970802  1   14.37
 01741 19970809  1   22.77
 01741 19970915  1   37.99
 01741 19971009  1   24.99
 01741 19971111  2   25.48
 01741 19980109  1   24.49
 01741 19980109  1    2.99
 01741 19980209  4   70.46
 01741 19980326  1   13.99
 01741 19980527  3   26.36
 01742 19970107  2   30.92
 01743 19970107  2   44.98
 01744 19970107  2   28.13
 01745 19970107  7   99.56
 01745 19970118  5   85.86
 01745 19970127  7   98.96
 01745 19970213  6   74.02
 01745 19970222  8  105.15
 01745 19970228 10  133.08
 01745 19970317  9  120.70
 01745 19970726  2  100.54
 01745 19970730  3   39.71
 01745 19970912  4   52.46
 01745 19980501  7   94.82
 01746 19970215  1   15.36
 01747 19970107  4   57.16
 01748 19970107  1   14.96
 01748 19970107  1   14.37
 01749 19970107  1    9.99
 01750 19970118  1   20.97
 01750 19970505  7  100.59
 01751 19970107  1   23.99
 01752 19970110  3   34.52
 01752 19970611  2   25.74
 01752 19970729  2   29.75
 01752 19971001  1   12.99
 01752 19971204  1   14.99
 01752 19980425  4   47.46
 01753 19970107  1    0.00
 01754 19970107  1    6.79
 01755 19970125  1   12.49
 01755 19970219  1   16.70
 01755 19970313  1    9.77
 01755 19970812  1   11.77
 01755 19980511  1   12.49
 01756 19970107  1    9.97
 01757 19970128  1   14.96
 01757 19980226  1   11.88
 01757 19980611  1   22.49
 01758 19970107  1   11.77
 01758 19970221  2   34.32
 01759 19970108  4   60.32
 01759 19970818  3   46.73
 01759 19971016  4   49.46
 01759 19971124  3   48.47
 01759 19971128  3   46.73
 01760 19970107  1   11.99
 01760 19970110  1    9.97
 01760 19970114  1   13.97
 01760 19970119  3   46.08
 01760 19970122  1    5.99
 01760 19970129  2   27.94
 01760 19970203  2   23.98
 01760 19970215  4   55.47
 01760 19970314  1   14.99
 01760 19970320  1   14.96
 01760 19970402  1   14.96
 01760 19970404  5   72.44
 01760 19970408  2   27.94
 01760 19970418  1   14.96
 01760 19970418  1   11.97
 01760 19970420  1   14.96
 01760 19970504  1   12.77
 01760 19970508  1   14.96
 01760 19970515  1   12.77
 01760 19970602  3   41.69
 01760 19970627  2   29.92
 01760 19970706  1   15.36
 01760 19970722  1   15.96
 01760 19970731  1   14.96
 01760 19970803  1   14.96
 01760 19970820  2   29.92
 01760 19970906  1   15.36
 01760 19970911  3   39.97
 01760 19970916  2   25.98
 01760 19970927  4   57.96
 01760 19970928  4   48.46
 01760 19971007  1   12.49
 01760 19971025  2   25.98
 01760 19971025  1   13.99
 01760 19971102  1   12.99
 01760 19971123  1   13.99
 01760 19971125  2   29.98
 01760 19971125  1    7.49
 01760 19971217  1   12.99
 01760 19971218  2   25.98
 01760 19971224  1   12.99
 01760 19980102  1   12.99
 01760 19980127  1   14.99
 01760 19980310  2   42.98
 01760 19980412  1   11.88
 01760 19980517  3   60.45
 01760 19980611  4   37.96
 01761 19970107  1   14.99
 01762 19970107  1   12.49
 01763 19970109  1   12.49
 01764 19970108  7  118.72
 01764 19970709  2   30.32
 01764 19980601  3   37.29
 01765 19970108  5   68.58
 01765 19970726  4   54.67
 01765 19970806  1   18.10
 01765 19970813  6   82.41
 01765 19971108  5   60.45
 01765 19980404  5   65.38
 01765 19980604  5   67.45
 01766 19970108  4   45.30
 01767 19970108  2   67.96
 01767 19970724  1    9.98
 01768 19970109  1   14.96
 01768 19971119  3   44.97
 01769 19970108  3   41.51
 01769 19970114  6   83.01
 01769 19970215  4   57.67
 01769 19970818  2   23.73
 01769 19971124  5   69.95
 01769 19971201  4   57.46
 01769 19971220  3   42.47
 01769 19980530  1   14.99
 01770 19970108  1    3.99
 01771 19970108  1   11.77
 01772 19970108  1   13.97
 01772 19980306  2   25.48
 01772 19980319  2   28.48
 01773 19970108  2   26.73
 01773 19970905  1   18.70
 01773 19980308  2   27.98
 01773 19980511  1   11.99
 01773 19980523  2   22.98
 01774 19970108  2   29.33
 01774 19970503  2   26.73
 01775 19970108  2   28.47
 01776 19970108  1   18.99
 01777 19970108  1   15.36
 01778 19970108  1   10.77
 01778 19970123  1   10.77
 01779 19970108  1   18.76
 01780 19970108  8   99.98
 01780 19970511  1   11.97
 01780 19970820  2   23.54
 01780 19970825  1   13.97
 01780 19970909  1   11.77
 01780 19970918  1   11.77
 01780 19971003  1   11.77
 01780 19980601  2   25.98
 01781 19970108  2   24.96
 01781 19970806  1   13.97
 01782 19970108  2   27.80
 01782 19970521  1   14.70
 01782 19970623  1   15.90
 01782 19970702  2   21.02
 01782 19970810  1   13.90
 01783 19970108  1   14.37
 01784 19970206  9   92.31
 01784 19970206  2   13.58
 01785 19970108  3   42.50
 01785 19970115  4   69.49
 01785 19970129  5   75.02
 01785 19970313  5   68.43
 01785 19970320  3   40.11
 01785 19970409  4   53.67
 01785 19970416  4   55.89
 01785 19970430  5   72.43
 01785 19970523  2   32.00
 01785 19970728  4   59.06
 01785 19971120  2   28.98
 01786 19970108  2   29.67
 01787 19970108  4   49.68
 01787 19970209  4   55.66
 01788 19970108  1   17.70
 01788 19970117  1   17.30
 01789 19970108  1   13.97
 01789 19970123  1   19.30
 01790 19970108  4   52.07
 01790 19970829  3   35.31
 01790 19971125  5   73.95
 01790 19980312  5  117.95
 01791 19970108  6   89.74
 01791 19970209  8  117.54
 01791 19970416  6  103.24
 01791 19970529  4   68.88
 01791 19970622  1   15.96
 01791 19970702  4   56.65
 01791 19971215  1   21.99
 01791 19980104  2   28.48
 01791 19980606  1   14.99
 01791 19980615  1   17.48
 01792 19970108  2   30.36
 01792 19970109  4   59.06
 01792 19970128  3   50.97
 01792 19970630  2   29.73
 01793 19970129  3   46.11
 01793 19970626  3   45.52
 01793 19971123  1   16.49
 01794 19970108  1   14.96
 01794 19970108  1   20.99
 01794 19970125  2   23.56
 01794 19970125  1   13.97
 01794 19970215  4   55.33
 01794 19970220  1   15.36
 01794 19970301  1   11.77
 01794 19970311  4   59.84
 01794 19970401  2   27.94
 01794 19970501  4   47.90
 01794 19970518  3   44.97
 01794 19970618  1   19.99
 01794 19970630  4   47.08
 01794 19970724  3   29.91
 01794 19970822  6   68.63
 01794 19971016  3   54.97
 01794 19971029  2   25.98
 01794 19971029  1   19.99
 01794 19971124  1   22.49
 01794 19971124  1   16.99
 01794 19971206  2   26.98
 01794 19971210  1   13.49
 01794 19971217  1    6.49
 01794 19980114  8  112.42
 01794 19980212  2   22.98
 01794 19980307  5   99.17
 01794 19980316  2   27.37
 01794 19980325  1   19.49
 01794 19980430  3   43.84
 01794 19980509  1   31.48
 01794 19980515  4   52.46
 01794 19980520  1   12.99
 01794 19980521  3   44.97
 01794 19980525  1   27.99
 01794 19980608  1   12.99
 01794 19980609  1   15.99
 01794 19980616  1   14.49
 01794 19980629  1   12.99
 01794 19980629  2   33.98
 01795 19970114  1   14.79
 01796 19970108  4   55.28
 01796 19970224  4   54.46
 01796 19970414  2   41.74
 01796 19971218  3   38.47
 01796 19980323  1   44.99
 01796 19980609  3   37.86
 01797 19970108  6   95.61
 01798 19970108  2   23.54
 01799 19970108  1   18.99
 01799 19970109  1   11.77
 01799 19971010  5   73.95
 01799 19971015  1   25.49
 01799 19980101  1    9.99
 01800 19970108  3   82.31
 01800 19970425  3   29.77
 01801 19970108  7   83.71
 01802 19970113  2   29.92
 01802 19970121  1   15.96
 01802 19970316  2   35.93
 01802 19980425  1   15.49
 01803 19970108  4   57.46
 01803 19970121  5   69.63
 01803 19970217  4   50.10
 01804 19970114  4   56.06
 01804 19971001  3   37.47
 01805 19970108  3  122.30
 01805 19971109  3   43.97
 01806 19970112  3   44.29
 01807 19970108  1   17.96
 01807 19980217  1   12.99
 01808 19970213  1   15.36
 01808 19970625  1   15.36
 01809 19970108  2   31.54
 01810 19970108  1   11.77
 01811 19970108  2   26.73
 01811 19970220  1   11.77
 01812 19970108  1   13.77
 01812 19970108  1   13.77
 01813 19970108  1   10.77
 01814 19970108  2   65.98
 01815 19970108  1   12.99
 01816 19970210  1   14.96
 01817 19970108  1   99.99
 01817 19970121  2   88.35
 01817 19970121  1   12.97
 01817 19970131  6   93.41
 01817 19970224  1   20.99
 01817 19970307  1   56.70
 01817 19970311  1   14.96
 01817 19970410  1   14.96
 01817 19970417  2   35.36
 01817 19970602  1   13.97
 01817 19970901  3  159.18
 01817 19970912  1   81.99
 01817 19971021  2   38.48
 01817 19971103  1   12.99
 01817 19971202  1   11.49
 01817 19980115  2   29.98
 01817 19980323  2   47.98
 01817 19980325  2   35.48
 01817 19980325  1   69.49
 01817 19980326  2   28.48
 01817 19980428  1   32.49
 01818 19970108  1   16.99
 01819 19970322  5   72.82
 01820 19970310  2   30.72
 01821 19970108  1   10.97
 01821 19970126  5   68.45
 01821 19970208  5   65.04
 01821 19970226  1   16.36
 01821 19970405  2   29.33
 01822 19970108  7   98.96
 01823 19970108  1    6.77
 01824 19970108  2   23.54
 01825 19970108  4   63.93
 01825 19980609  1   14.49
 01826 19970108  2   80.34
 01826 19970514  3   41.10
 01827 19970108  1    9.98
 01828 19970108  2   26.14
 01828 19970122  3   46.28
 01829 19970108  1    9.97
 01830 19970108  9  134.28
 01831 19970108  1   11.99
 01832 19970108  1   14.99
 01832 19970125  1    9.99
 01833 19970108  1   14.37
 01833 19971116  1   13.99
 01833 19980223  2   24.48
 01833 19980427  1   12.99
 01833 19980527  2   28.48
 01833 19980625  1   15.49
 01833 19980627  1   14.49
 01833 19980628  1   11.88
 01834 19970112  2   54.96
 01834 19970308  1   14.96
 01834 19970820  2   29.92
 01834 19971106  2   25.98
 01835 19970108  1   11.77
 01836 19970108  4   42.30
 01836 19980504  2   25.98
 01837 19970108  1    6.77
 01838 19970108  1   14.99
 01839 19970108  1   73.30
 01840 19970108  2   27.94
 01841 19970314  3   53.29
 01841 19970707  4   51.46
 01842 19970108  3   59.93
 01842 19970623  3   36.90
 01842 19980319  2   30.98
 01843 19970108  4   52.87
 01844 19970108  1   20.99
 01845 19970108  1   17.70
 01845 19970125 10  139.70
 01845 19970325  6   78.22
 01845 19970414  4   52.68
 01845 19970624  3   40.70
 01845 19970714  5   69.63
 01845 19970715  2   26.74
 01845 19970722  4   57.45
 01845 19970825  6   72.82
 01845 19970904  4   49.48
 01845 19970924  3   36.97
 01845 19971022  5   72.95
 01845 19980106  2   24.48
 01845 19980107  4  107.96
 01845 19980205  2   29.06
 01845 19980324  1    8.49
 01845 19980406  2   26.48
 01846 19970108  1   15.99
 01846 19970318  3   45.73
 01846 19970825  2   31.32
 01846 19980109  1   13.99
 01847 19970111  4   53.46
 01848 19970108  3   38.53
 01848 19970131  5   62.07
 01848 19970214  2   26.76
 01848 19970301  6   83.99
 01848 19970314  6   71.64
 01848 19970326  4   49.28
 01848 19970411  4   48.50
 01848 19970416  1   12.99
 01848 19970419  5   66.25
 01848 19970425  2   26.73
 01848 19970425  1   19.99
 01848 19970517  2   23.54
 01848 19970523  6   90.60
 01848 19970524  3   44.97
 01848 19970530  5   85.65
 01848 19970606  4   58.29
 01848 19970708  5   69.49
 01848 19970708  1   14.96
 01848 19970717  1   29.99
 01848 19970806  4   58.32
 01848 19970813  2   43.74
 01848 19970903  4   49.87
 01848 19970930  7   88.43
 01848 19971031  5   61.95
 01848 19971203  4   80.96
 01848 19971223  4   41.96
 01848 19971231  5   61.95
 01848 19980106  5   73.95
 01848 19980206  4   50.46
 01848 19980211  4   52.05
 01848 19980225  4   51.46
 01848 19980423  4   47.96
 01848 19980509  4   54.46
 01848 19980601  9  124.94
 01849 19970108  2   25.74
 01849 19970228  2   29.93
 01850 19970108  1   13.97
 01850 19980319  1   12.99
 01850 19980615  1   16.99
 01851 19970108  2   26.73
 01851 19970130  3   24.55
 01851 19970227  2   24.54
 01851 19970328  1   10.77
 01851 19971007  3   28.47
 01851 19971121  1   14.49
 01852 19970108  3   33.71
 01853 19970108  1    6.79
 01854 19970108  5   72.83
 01854 19970218  1   26.99
 01854 19970521  2   29.13
 01854 19971216  1   11.49
 01854 19971216  1   11.49
 01855 19970108  1   14.37
 01856 19970108  3   32.31
 01857 19970108  1   16.36
 01857 19970228  1   15.99
 01858 19970108  2   24.98
 01858 19970108  2   28.74
 01859 19970108  1    7.78
 01859 19970111  1    9.77
 01859 19970401  1    9.97
 01859 19970628  2   27.13
 01860 19970108  1   18.99
 01861 19970115  3   41.70
 01862 19970108  1   14.79
 01863 19970108  2   21.54
 01863 19980104  4   50.46
 01863 19980128  6   60.44
 01863 19980515  2   35.48
 01864 19970108  1   16.36
 01864 19971015  1   12.99
 01864 19971031  1   12.99
 01865 19970108  3   30.95
 01866 19970108  2   24.98
 01866 19970206  1   12.97
 01866 19970405  1   12.49
 01866 19970415  1   12.49
 01867 19970108  6   90.75
 01867 19970520  1   21.00
 01867 19971028  2   25.98
 01867 19971208  3   39.97
 01868 19970125  5   70.43
 01868 19970128  2   29.33
 01868 19970129  2   36.32
 01868 19970209  1   52.97
 01868 19970307  4   57.87
 01868 19970419  3   46.68
 01868 19970506  3   44.29
 01868 19970619  6   90.57
 01868 19970701  1   14.96
 01868 19970701  6   89.97
 01868 19970702  1   14.96
 01868 19970725 13  186.14
 01868 19971023  3   28.97
 01868 19971026  1   12.99
 01868 19971112  2   26.98
 01868 19971118  6   77.94
 01868 19980104  3   39.97
 01868 19980129  1   11.49
 01868 19980429  7   80.70
 01868 19980513  3   35.64
 01868 19980525  2   23.76
 01868 19980601  1   15.99
 01868 19980620  2   24.60
 01868 19980622  2   29.98
 01868 19980623  2   24.87
 01869 19970108  5   69.87
 01869 19971106  8   99.92
 01869 19971112  1   15.49
 01869 19980309  5  116.34
 01870 19970108  5   69.23
 01871 19970108  2   27.94
 01871 19970501  2   20.54
 01871 19970606  2   28.33
 01871 19970611  1   14.96
 01871 19970723  3   42.52
 01871 19970815  2   37.40
 01871 19980304  2   26.98
 01871 19980416  1   15.49
 01871 19980626  2   26.98
 01872 19970108  2   28.74
 01872 19970202  2   29.92
 01873 19970108  6  110.40
 01873 19970203  2   51.16
 01873 19970416  1   42.77
 01874 19970108  2   27.94
 01874 19970306  1   14.37
 01874 19970504  3   35.31
 01874 19970523  3   71.10
 01874 19970718  8  107.73
 01874 19971208  5   93.95
 01874 19980402  9  110.91
 01874 19980403  4   51.46
 01874 19980505  3   52.47
 01875 19970108  3   56.91
 01876 19970108  1    9.77
 01877 19970108  3   49.08
 01877 19980129  4   51.96
 01878 19970108  1   17.90
 01879 19970108  1   19.99
 01880 19970108  1    5.96
 01881 19970108  1   14.79
 01881 19980327  1    9.32
 01882 19970108  1   19.99
 01882 19970304  2   31.35
 01882 19970609  4   78.95
 01882 19970910  1   18.49
 01882 19971112  1   36.99
 01882 19980204  2   23.98
 01882 19980311  2   26.36
 01882 19980316  1   14.49
 01882 19980602  1    7.49
 01883 19970108  1   16.90
 01883 19980325  3   42.30
 01883 19980325  1   12.99
 01884 19970108  1   12.97
 01884 19970116  3   45.72
 01885 19970108  2   25.76
 01886 19970108  2   24.96
 01887 19970108  1   13.77
 01888 19970108  2   56.00
 01888 19970225  1   27.30
 01889 19970216  1   19.99
 01889 19970617  1   26.75
 01889 19970730  1   14.96
 01890 19970108  1   12.49
 01890 19970205  4   49.96
 01890 19970310  2   13.58
 01890 19970315  1   12.79
 01890 19970416  2   24.98
 01890 19970514  7  100.93
 01890 19970515  3   32.30
 01890 19970516  2   11.58
 01890 19970519  2   20.76
 01890 19970520  3   28.81
 01890 19970606  1    5.78
 01890 19970624  1   12.25
 01890 19970723  1    4.99
 01890 19970724  1   12.25
 01890 19971014  4   49.96
 01890 19971020  1   11.49
 01890 19971024  2   24.98
 01890 19971107  4   35.96
 01890 19971118  1   12.49
 01890 19971120  3   47.97
 01890 19971201  2   16.98
 01890 19980102  2   53.48
 01890 19980106  4   63.96
 01890 19980111  5  105.95
 01890 19980127  5   66.95
 01890 19980209  2   24.98
 01890 19980218  1   11.02
 01890 19980320  1    5.99
 01890 19980328  3   40.97
 01890 19980513  3   41.97
 01891 19970108  1   14.99
 01891 19970108  1    9.77
 01892 19970108  1   14.37
 01892 19970120  1   12.97
 01893 19970109  5   63.29
 01893 19970117  6   70.62
 01893 19970328  2   38.93
 01893 19970519  3   41.31
 01893 19970629  1   11.77
 01893 19970810  1   17.70
 01893 19970827  2   30.72
 01893 19971112  3   45.47
 01893 19971127  2   25.98
 01893 19980113  2   25.98
 01893 19980116  2   25.98
 01893 19980221  2   23.98
 01893 19980228  2   25.98
 01893 19980313  2   25.98
 01893 19980507  1   15.49
 01894 19970108  1   14.37
 01895 19970108  4   51.68
 01896 19970129  1   12.77
 01896 19970326  1    9.99
 01897 19970119  2   22.94
 01897 19971128  3   44.47
 01897 19980327  3   38.36
 01898 19970109  3   55.50
 01899 19970108  2   24.98
 01900 19970108  1   13.77
 01901 19970108  4   50.27
 01902 19970108  2   25.74
 01902 19970110  1   13.97
 01902 19970616  2   26.16
 01902 19970617  2   34.74
 01903 19970108  9  136.28
 01903 19970204 18  575.92
 01903 19970213  6  134.80
 01903 19980227  4   47.52
 01904 19970108  1   11.77
 01905 19970108  2   24.14
 01906 19970108  5   59.86
 01907 19970108  3   94.97
 01907 19971012  6   66.94
 01908 19970108  2   25.77
 01909 19970108  7  100.97
 01909 19970222 11  153.24
 01909 19970404 10  124.10
 01909 19970504  9  120.72
 01909 19970622  7   96.55
 01909 19971119 27  353.73
 01909 19980330 17  237.19
 01909 19980627  7  116.31
 01910 19970108  2   28.74
 01910 19970205  6   92.66
 01911 19970108  3   46.28
 01912 19970108  1   19.99
 01912 19970207  1   19.99
 01913 19970108  2   30.32
 01913 19970325  3   44.29
 01914 19970108  1   12.49
 01914 19971005  1   12.99
 01915 19970108  1   15.36
 01916 19970108  1   11.97
 01916 19970401  2   29.33
 01916 19971014  2   25.98
 01916 19971211  1   13.99
 01916 19971215  2   24.48
 01916 19980319  1   11.88
 01917 19970109  1   15.36
 01918 19970108  1    6.77
 01918 19970916  1    2.99
 01918 19980423  3   41.40
 01919 19970108  1   18.99
 01919 19970927  1   14.49
 01919 19971129  1   13.99
 01919 19980411  1   14.49
 01920 19970108  2   29.79
 01920 19970210  1   15.96
 01920 19970412  1   13.97
 01920 19970731  1   19.30
 01920 19970815  1   19.30
 01920 19980609  2   24.37
 01921 19970108  1   14.37
 01921 19970823  1   15.36
 01922 19970108  1   15.99
 01923 19970108  3   21.55
 01924 19970221  1    7.77
 01924 19971225  2   22.98
 01924 19980320  1   19.49
 01925 19970108  1    9.99
 01925 19971028  1   12.49
 01926 19970108  1   12.49
 01927 19970108  1   14.96
 01928 19970108  1   64.99
 01929 19970108  2   28.93
 01929 19970727  1   14.96
 01929 19970827  6   88.97
 01930 19970108  1   14.37
 01930 19970123  1   12.97
 01930 19970206  2   25.34
 01930 19970627  1   11.77
 01931 19970108  2   21.54
 01931 19970305  2   26.14
 01931 19970418  1   14.96
 01931 19970503  2   30.95
 01931 19970624  2   19.96
 01931 19971101  1   12.99
 01931 19980322  1   19.49
 01932 19970108  1   15.90
 01933 19970108  1   12.49
 01934 19970108  2   21.54
 01934 19970619  1   10.77
 01935 19970108  5   71.49
 01936 19970108  1   13.77
 01937 19970108  1   12.97
 01937 19971103  3   46.97
 01937 19980604  5   51.45
 01938 19970108  6   86.64
 01938 19970120  3   36.91
 01939 19970108  1    8.97
 01940 19970108  1   15.96
 01941 19970108  5   74.22
 01942 19970108  1   12.49
 01943 19970108  1   15.36
 01943 19970307  1    6.79
 01943 19970507  1   14.96
 01944 19970108  1   51.37
 01945 19970108  3   37.30
 01946 19970108  1   12.90
 01947 19970108  2   24.98
 01948 19970108  1    0.00
 01949 19970110  1   18.99
 01950 19970110  4   72.33
 01951 19970108  2   37.35
 01951 19971210 11  174.89
 01952 19970108  4  109.94
 01952 19970327  2   55.98
 01952 19970404  2   21.74
 01952 19970420  2   25.74
 01952 19970609  3   39.85
 01953 19970108  1   14.37
 01953 19970815  2   23.54
 01954 19970108  4   56.46
 01954 19970108  1   13.97
 01955 19970108  1   10.77
 01956 19970108  8   93.57
 01957 19970108  1   14.37
 01958 19970108  4   54.48
 01959 19970108  1  122.77
 01960 19970109  1   22.99
 01961 19970108  1   10.00
 01962 19970108  1   12.49
 01963 19970129  4   58.66
 01963 19970311  2   29.92
